id,tag,audience,,,,,
512958907850182656,NN,0,,,,,
512963585761611779,N,2,,,,,
512970021451350016,N,3,,,,,
512972082872086529,NN,0,,,,,
512978834699083776,N,2,,,,,
512991013997383680,N,4,,,,,
512995515194429440,N,4,,,,,
513000494793760768,N,3,,,,,
513017861678567424,N,3,,,,,
513047369848733697,N,3,,,,,
513061959361921024,N,2,,,,,
513375272062963712,N,1,,,,,
513889650453544960,N,1,,,,,
513900656219160576,N,1,,,,,
513974914307862528,N,1,,,,,
514138754706309120,N,4,,,,,
514146754351333376,N,4,,,,,
514154260129656833,N,4,,,,,
514162001527189504,N,4,,,,,
516692528654196737,N,4,,,,,
516949439039434752,N,3,,,,,
517384638168588288,N,4,,,,,
517418192185352192,NN,0,,,,,
518086455605100544,N,2,,,,,
518838569595834368,NN,0,,,,,
519167118957625344,N,3,,,,,
519903054662238208,NN,0,,,,,
519955080465121280,N,1,,,,,
520570766069596160,NN,0,,,,,
521775255770382336,N,4,,,,,
522083976312528896,N,1,,,,,
522721716779630592,N,2,,,,,
522781279528706048,N,1,,,,,
522792920781692928,NN,0,,,,,
522807955843186689,N,2,,,,,
522848435179778048,N,1,,,,,
523565976458371073,N,1,,,,,
524946337495019520,N,1,,,,,
525644322973446145,N,2,,,,,
527659654051282944,N,1,,,,,
527760770218864640,N,2,,,,,
527819233410158592,N,3,,,,,
527828403274387457,NN,0,,,,,
527838597614170112,N,4,,,,,
527859757538111488,NN,0,,,,,
527876432773799937,NN,0,,,,,
527888605377998848,N,4,,,,,
528178836610236416,N,4,,,,,
530046678762807297,N,3,,,,,
530088949679939584,N,1,,,,,
530325595226652672,N,2,,,,,
530326408061784065,N,2,,,,,
531810741230518272,N,3,,,,,
531879359775518720,N,2,,,,,
531906331218042881,N,4,,,,,
531922803642335232,NN,0,,,,,
532213821797302272,N,3,,,,,
533270143032647680,N,3,,,,,
533271771651534848,N,4,,,,,
533276766107078656,N,4,,,,,
533293112802955264,N,3,,,,,
533339929213165568,N,4,,,,,
534063735384842240,N,4,,,,,
534156143896301569,N,3,,,,,
534753403558449152,N,1,,,,,
534767261790511104,N,4,,,,,
534829744312033280,N,1,,,,,
535139787746054144,N,4,,,,,
535475284221636609,N,3,,,,,
536897507251732480,N,2,,,,,
537197798790561793,N,1,,,,,
537228044520681472,NN,0,,,,,
537292206567350272,N,1,,,,,
537325731949580288,N,2,,,,,
537628965339668480,N,1,,,,,
537674555532525568,N,1,,,,,
538352952248111105,N,4,,,,,
539237274853322752,N,4,,,,,
539485610399252481,N,2,,,,,
539929704141041664,N,4,,,,,
539978166392352769,N,2,,,,,
540010815181815808,N,1,,,,,
540749543047200768,N,1,,,,,
540869372689260545,N,2,,,,,
540945041972535296,N,2,,,,,
541231887742939136,NN,0,,,,,
541306447783796736,N,1,,,,,
541340088819789825,N,4,,,,,
541374208505569280,N,3,,,,,
542026735823642624,N,2,,,,,
542327408066838528,N,4,,,,,
542415689147895810,N,2,,,,,
542683795208814592,N,3,,,,,
542741977348177920,N,1,,,,,
542748176588214272,N,3,,,,,
542871971554656256,N,1,,,,,
543153428181291008,N,3,,,,,
543345050307297280,N,3,,,,,
543420757846798336,N,4,,,,,
543537350367010816,N,3,,,,,
544892854980853760,N,2,,,,,
545159182610354176,N,4,,,,,
547127118912839681,N,3,,,,,
549399143278706690,N,2,,,,,
549399494195154944,N,4,,,,,
550112525799686144,N,2,,,,,
550676652255346688,N,4,,,,,
553337829041139712,N,4,,,,,
555393817252474880,N,3,,,,,
556113622968315904,N,4,,,,,
557637787881832448,N,3,,,,,
557776165788999681,N,1,,,,,
557776356562714627,N,3,,,,,
557783236244697088,N,4,,,,,
557864518349762561,N,1,,,,,
557876885703909378,N,4,,,,,
557884166889816067,N,3,,,,,
557907663313711104,N,3,,,,,
557965150024908801,N,1,,,,,
558027382146469888,N,4,,,,,
558145314235101184,NN,0,,,,,
558159277203152897,N,4,,,,,
558241782941876227,N,2,,,,,
558284599798005760,N,2,,,,,
558293849542762498,N,1,,,,,
558449651377262592,NN,0,,,,,
558519869264904192,N,1,,,,,
558671797420584960,N,2,,,,,
560438262255591425,N,4,,,,,
560448234636996608,N,1,,,,,
560476142801805313,N,2,,,,,
560791707172999168,N,1,,,,,
560807876642754560,N,3,,,,,
560817665502355457,N,3,,,,,
560851902691540993,N,1,,,,,
561041127655366656,N,2,,,,,
561978764843024384,N,3,,,,,
562679173333143554,N,2,,,,,
562753467278966786,N,4,,,,,
562755878957621248,N,1,,,,,
562770839201136642,NN,0,,,,,
562776146346270720,N,1,,,,,
562780625837768704,NN,0,,,,,
562782442101436417,N,1,,,,,
563039632297033729,NN,0,,,,,
563335839263227904,NN,0,,,,,
564724737675657217,N,1,,,,,
564836699562573824,N,4,,,,,
565889458156105729,N,3,,,,,
566254543487639552,N,1,,,,,
567496472405770240,N,1,,,,,
567858999527350272,N,3,,,,,
568121956576436224,N,2,,,,,
568489144718102529,NN,0,,,,,
569883494459031553,N,4,,,,,
570301388569378816,N,4,,,,,
570668457425014784,N,2,,,,,
570677252117164032,N,4,,,,,
570905018108407808,N,1,,,,,
571074627860078592,N,4,,,,,
571173789167448064,N,1,,,,,
571341620286758913,N,1,,,,,
571527733005717504,N,1,,,,,
572514808391725056,NN,0,,,,,
572777370131804160,N,2,,,,,
572806806281572352,N,3,,,,,
572837747859324928,N,2,,,,,
573306913691189249,N,3,,,,,
573544673962151936,N,1,,,,,
573883493039611904,N,1,,,,,
574566634272210944,N,3,,,,,
574585824802684928,N,3,,,,,
574600647900790784,N,4,,,,,
574634534785912832,N,2,,,,,
574681060803526657,N,2,,,,,
575204583267549184,N,3,,,,,
575592098457632768,N,2,,,,,
575856561677078529,N,4,,,,,
575864473543663617,N,1,,,,,
575942320765464576,N,2,,,,,
576132198073573376,N,1,,,,,
576362639225421824,N,3,,,,,
576736242714353666,N,4,,,,,
576768012520415232,N,2,,,,,
576828937269092352,NN,0,,,,,
576859217866465280,N,4,,,,,
577134772390141952,N,3,,,,,
577227515720257536,N,3,,,,,
577737778009665536,N,1,,,,,
577850653688619008,NN,0,,,,,
578346223096111105,N,4,,,,,
578578203259871233,N,4,,,,,
578837440728797184,N,2,,,,,
579802036738371584,N,4,,,,,
579976163575128064,N,1,,,,,
580637778251235329,N,3,,,,,
580810358564216832,N,4,,,,,
580987754940518400,N,4,,,,,
581020147407679490,N,4,,,,,
581478105656737792,N,3,,,,,
581519882069676032,N,3,,,,,
581552060597948416,N,1,,,,,
582497481386270720,N,2,,,,,
583249065107976192,N,3,,,,,
583332230401007616,N,2,,,,,
583459773078761472,N,1,,,,,
585084512192897024,N,3,,,,,
585519694762872832,N,4,,,,,
585892017747664896,N,3,,,,,
586079539148750848,N,3,,,,,
586113801164091392,N,2,,,,,
586170142205341697,N,4,,,,,
586231514108719105,N,1,,,,,
586462197112561664,N,2,,,,,
586570063521644544,N,4,,,,,
586936415822413824,N,1,,,,,
586936483694714880,NN,0,,,,,
587435628058562561,N,2,,,,,
587619863365029888,NN,0,,,,,
587651510114381824,NN,0,,,,,
587888732608532480,N,2,,,,,
587907137080324096,N,4,,,,,
588017030487478273,N,3,,,,,
588043898666229760,N,1,,,,,
588280348431220738,N,1,,,,,
588327258542190593,N,1,,,,,
588343808649199616,N,4,,,,,
588756626615771136,N,1,,,,,
589510842896535552,N,1,,,,,
590232120783691777,N,4,,,,,
590232231827939328,N,4,,,,,
590391560052801536,N,4,,,,,
590859562959429632,N,4,,,,,
590889188171640832,N,3,,,,,
590911839833292800,N,2,,,,,
591315567786778624,N,2,,,,,
591519851992186880,N,3,,,,,
591650039908425729,NN,0,,,,,
592019201726009345,N,1,,,,,
592957760335126528,N,3,,,,,
593098532808175616,N,2,,,,,
593292444386603008,N,3,,,,,
593413409833656320,N,2,,,,,
593418581284691969,N,1,,,,,
593438296388325378,N,3,,,,,
593452831715254273,N,1,,,,,
593465947085746177,N,2,,,,,
593698535054409728,N,2,,,,,
593802070987304962,N,2,,,,,
595339839559565312,N,1,,,,,
595420886125142016,N,3,,,,,
595976238579195904,N,4,,,,,
596050408298180609,N,3,,,,,
596384907313709056,N,2,,,,,
596430925350739968,N,2,,,,,
596524091991023616,N,1,,,,,
596586924871135232,N,1,,,,,
597776722969370624,N,4,,,,,
597787427630088192,N,1,,,,,
597801671339732992,NN,0,,,,,
598137646381137920,N,3,,,,,
598869214603190272,N,4,,,,,
599225109967183873,N,3,,,,,
600861668629938176,N,2,,,,,
601006775417085952,N,2,,,,,
601061066152476672,N,4,,,,,
601484610665586688,N,4,,,,,
603212493570314241,N,2,,,,,
603651644782485504,N,3,,,,,
603997377880539138,N,3,,,,,
604027069102694400,N,2,,,,,
604305171833835520,N,4,,,,,
606126510811021312,N,1,,,,,
606354832438501376,N,1,,,,,
606946802554798081,N,2,,,,,
608622512088489985,N,4,,,,,
608716181692928000,N,3,,,,,
608746460713226240,N,3,,,,,
608984589252620288,N,1,,,,,
609187178279780352,N,1,,,,,
609386015455883264,N,2,,,,,
609740194292625408,N,4,,,,,
610012654262947841,NN,0,,,,,
610642003936825344,N,1,,,,,
610841623317098497,N,3,,,,,
610848415698812928,NN,0,,,,,
610907970512093185,N,1,,,,,
611085990954958849,N,1,,,,,
611602581308207104,N,1,,,,,
611862022993641472,N,3,,,,,
611866786858954753,NN,0,,,,,
611867730682204160,N,3,,,,,
611880311245422592,NN,0,,,,,
611880400328257537,N,2,,,,,
611891165869273088,N,2,,,,,
611953637766615040,N,2,,,,,
612995997787127808,N,4,,,,,
613073546152136705,N,4,,,,,
613407101008916481,NN,0,,,,,
613418138256941057,N,1,,,,,
613419378072244224,N,1,,,,,
613420793985400832,NN,0,,,,,
613423037476675588,N,1,,,,,
613480353957851136,N,1,,,,,
613716092779929600,N,4,,,,,
613742085133443072,N,2,,,,,
613799244802170880,N,4,,,,,
613985298872160256,N,4,,,,,
614069440339144705,N,2,,,,,
614509456504844289,N,2,,,,,
614549930536009728,N,4,,,,,
614572686623264768,N,2,,,,,
615200108842491905,N,3,,,,,
615496913891270656,N,3,,,,,
615575942904324097,N,1,,,,,
616320290348515328,N,3,,,,,
618443295342096384,N,3,,,,,
618476119277326336,N,1,,,,,
618514762536759297,N,2,,,,,
618784355893293056,N,3,,,,,
618864559621804032,N,4,,,,,
619169922590109696,N,2,,,,,
620664966383693824,N,4,,,,,
621381156395741185,N,4,,,,,
621598545745940484,N,1,,,,,
621702549012357120,N,3,,,,,
622107548687183872,N,4,,,,,
623914081280524288,N,1,,,,,
624320496780206080,N,4,,,,,
625665186486198272,N,1,,,,,
626298347964526592,N,1,,,,,
626391990968713216,N,4,,,,,
628927760396865536,N,1,,,,,
629029786900373504,N,4,,,,,
629281142936571904,N,4,,,,,
629296286345334784,NN,0,,,,,
629653097053351936,N,2,,,,,
631559553356853248,N,4,,,,,
631847952399630336,N,4,,,,,
631889935600078849,N,2,,,,,
633346371689517056,NN,0,,,,,
633645090909646848,N,3,,,,,
634033517010243585,N,2,,,,,
634082012303872000,N,2,,,,,
634358459241205760,N,2,,,,,
635804601808257024,N,1,,,,,
635808697306976257,N,4,,,,,
635914231985106944,N,4,,,,,
636141780929507328,N,3,,,,,
636254982916997120,N,1,,,,,
636264878408380416,N,3,,,,,
636630524308660225,N,1,,,,,
636630615899701249,N,4,,,,,
636643800320995328,N,3,,,,,
636924231289282560,N,1,,,,,
636955434004385792,N,3,,,,,
638736542635323393,N,1,,,,,
639163849464266752,N,2,,,,,
639854565412749313,N,1,,,,,
640220467509526528,N,3,,,,,
641265555207491584,N,1,,,,,
641676976428814337,N,2,,,,,
641994878742851584,N,4,,,,,
642379726049419265,NN,0,,,,,
642379759708700672,N,2,,,,,
643440265009733632,N,1,,,,,
643898580927967232,N,1,,,,,
644142765241184256,N,4,,,,,
644169968553185280,N,4,,,,,
644194971273314304,N,4,,,,,
644205400254980096,N,2,,,,,
644527390086012928,N,3,,,,,
644529246212345856,N,4,,,,,
644535668035702784,N,4,,,,,
644585121643937792,N,2,,,,,
644862334381477888,N,2,,,,,
646703102888951808,N,3,,,,,
647118528999501824,N,3,,,,,
647366275497377792,N,1,,,,,
647466792068231169,N,4,,,,,
648857228464771072,N,2,,,,,
648950162929360896,N,2,,,,,
649225104421986305,N,3,,,,,
649259704661737472,N,1,,,,,
649554225861689344,N,3,,,,,
649975392426721280,N,4,,,,,
651061200424452096,N,1,,,,,
651074231929827328,N,4,,,,,
651434363738030080,N,4,,,,,
651438994102845441,N,4,,,,,
651439813476917248,N,3,,,,,
651775721241735168,N,3,,,,,
651796770931011584,N,3,,,,,
651818088527216640,N,4,,,,,
651852106878554112,N,2,,,,,
652079927710322688,N,3,,,,,
652159527798726657,NN,0,,,,,
652247238459174912,N,4,,,,,
652544909493313536,N,2,,,,,
653598241993433088,N,2,,,,,
653623798109995008,N,1,,,,,
653656449369907200,N,2,,,,,
653890583057010688,N,3,,,,,
653944784072089600,N,1,,,,,
654000615371182080,N,1,,,,,
654011441402511360,N,1,,,,,
654260525023555584,N,2,,,,,
654292406179876864,N,4,,,,,
654333875284504577,N,2,,,,,
654402830661496832,N,2,,,,,
654617897113911296,N,1,,,,,
654668315969753089,N,3,,,,,
654714741512761344,N,1,,,,,
654737522518458368,N,3,,,,,
654983046245031936,N,3,,,,,
655030668171354112,N,1,,,,,
655082187272925184,N,3,,,,,
655128776993566720,N,1,,,,,
656064962327113728,N,1,,,,,
656117870745751552,N,2,,,,,
656140399300464640,N,4,,,,,
656186883236610052,N,1,,,,,
656236048121503744,N,3,,,,,
656422216154877952,N,2,,,,,
656588294298406916,N,1,,,,,
656790980427948032,N,1,,,,,
656792644513898496,N,4,,,,,
656840214082682880,N,1,,,,,
656921759980109824,N,3,,,,,
656963378997514240,N,1,,,,,
657196563207462917,N,2,,,,,
657245116265058304,N,4,,,,,
657304378462879744,N,2,,,,,
657527354605088768,N,1,,,,,
657580254438014976,N,2,,,,,
657656253733277698,N,4,,,,,
657678258826321920,N,1,,,,,
659740563894312960,N,2,,,,,
659771780555530240,N,2,,,,,
659803633463271425,N,2,,,,,
660062430274461696,N,1,,,,,
660110330278912004,N,4,,,,,
660207476478976000,N,2,,,,,
661207484066045953,N,4,,,,,
661575147502047232,N,3,,,,,
661592085695475713,N,2,,,,,
661661618498101248,N,3,,,,,
661754121876279296,N,1,,,,,
661769695025086464,N,1,,,,,
661868376013316097,N,1,,,,,
661913368387809280,NN,0,,,,,
662014204170358784,NN,0,,,,,
662220637730115584,NN,0,0.0,,,,
662332033713205248,N,4,,,,,
662381555566960640,N,1,,,,,
662662911593226243,N,4,,,,,
663752696596439040,N,2,,,,,
664109681237979136,N,3,,,,,
664166316681666561,N,1,,,,,
664829843767357441,N,3,,,,,
664901659877773312,N,3,,,,,
665246724303130624,N,3,,,,,
666325990063276032,N,4,,,,,
666650596858966016,N,1,,,,,
666673687572148224,N,3,,,,,
666687492335263744,N,4,,,,,
666699659419627520,N,4,,,,,
666725844711116800,N,4,,,,,
666732489403203584,N,2,,,,,
667320257124638720,N,3,,,,,
667366927464009729,N,1,,,,,
667419314165784576,N,3,,,,,
667685223015018496,N,4,,,,,
667813349879513090,NN,0,,,,,
669177564661870592,N,3,,,,,
669221032318799872,N,4,,,,,
669529437629714432,N,2,,,,,
670249050948530176,N,3,,,,,
670251426090786816,N,4,,,,,
671353611255947264,N,3,,,,,
671527672556740608,N,2,,,,,
671533451724607488,NN,0,,,,,
671788720807219200,NN,0,,,,,
672078849430065154,N,3,,,,,
672165196324954112,N,3,,,,,
672233364527702016,N,1,,,,,
672244844010557446,N,3,,,,,
672370493568253953,NN,0,,,,,
672422889124069379,N,3,,,,,
672491193096265728,N,4,,,,,
672604291903971328,N,1,,,,,
672817218241953793,N,1,,,,,
672824373091373058,N,1,,,,,
673934876316315648,N,1,,,,,
673980928167837696,N,2,,,,,
674155347620306944,N,1,,,,,
674299241431351297,N,2,,,,,
674641793904865280,N,1,,,,,
674669683929321473,N,2,,,,,
674854154364416000,NN,0,,,,,
675058289525264386,N,1,,,,,
675145014557745152,NN,0,,,,,
675289458435035140,N,4,,,,,
676422816846123008,N,2,,,,,
676466027312451584,N,2,,,,,
676861139314040832,N,3,,,,,
677173611107586048,N,3,,,,,
677176958761889792,N,2,,,,,
677498435105255424,N,1,,,,,
677896532964843523,N,2,,,,,
677897062197755905,N,2,,,,,
679378250351513600,N,4,,,,,
679723961861554177,N,2,,,,,
680089550832545792,N,3,,,,,
680402610088624128,N,4,,,,,
680404047245869056,NN,0,,,,,
681647299357970433,N,1,,,,,
681863744259895297,N,3,,,,,
681947860317941762,N,4,,,,,
681947944128540674,N,4,,,,,
682242373859020800,N,4,,,,,
682258774300557312,N,4,,,,,
682576306844872704,N,3,,,,,
682578981342822401,N,3,,,,,
682638446364651520,N,4,,,,,
682955100772380672,N,1,,,,,
684022187234324480,N,4,,,,,
684038266840956928,N,4,,,,,
684378056123879424,N,2,,,,,
684384687041589248,N,3,,,,,
684464908277264385,N,4,,,,,
684755692004085760,N,4,,,,,
685189875558027264,N,2,,,,,
685232408103415808,N,1,,,,,
685313873474371584,NN,0,,,,,
685370452882108416,N,3,,,,,
685512706040856576,N,1,,,,,
685842805961277441,NN,0,,,,,
685904705629761537,N,2,,,,,
686595277797494784,N,1,,,,,
686642722095013888,N,1,,,,,
686691819078352898,N,2,,,,,
687294139583496192,N,3,,,,,
687413884668522496,N,1,,,,,
687744344812425217,N,2,,,,,
687754923291881474,NN,0,,,,,
687760130973122560,N,3,,,,,
687986561355386880,N,1,,,,,
688050080188907520,N,4,0.1820987654320988,,,,
689133778359300096,N,2,,,,,
689526343956992000,N,2,,,,,
689763887193817088,N,3,,,,,
689767583357214720,N,4,,,,,
689810505377026048,N,3,,,,,
689833674330607616,NN,0,,,,,
690163559251050496,NN,0,,,,,
690182043347451904,N,1,,,,,
690194922457145344,N,2,,,,,
690275659227107328,N,3,,,,,
690538903292506112,N,3,,,,,
690559962691440640,N,4,,,,,
690586599709614080,NN,0,,,,,
690638155196723200,N,4,,,,,
690683811957383168,N,3,,,,,
690925595249627136,N,1,,,,,
691671893020151808,N,1,0.018518518518518517,,,,
691721146362757121,N,2,,,,,
692035682496335872,N,4,,,,,
692327715735613441,N,4,,,,,
692404371431133184,N,3,,,,,
692472525461274625,NN,0,,,,,
692477019892891648,N,1,,,,,
692515612493479937,NN,0,,,,,
692673947956088834,N,4,,,,,
692740803588788224,N,3,,,,,
692809278579544064,N,3,,,,,
693110978309967872,N,2,,,,,
694146780741545985,N,3,,,,,
694616122272849921,NN,0,,,,,
695058040643522560,N,4,,,,,
695216012480897024,N,4,,,,,
695256582649548802,N,4,,,,,
695352768068870145,N,4,,,,,
695601124225609728,N,4,,,,,
696748440823267328,N,3,,,,,
697146863212843008,N,4,,,,,
697466169649811456,N,2,,,,,
697483781037363200,N,3,,,,,
697537284351127552,N,1,,,,,
697774868490682368,N,4,,,,,
697888285700415488,N,2,,,,,
698135304616566784,N,1,,,,,
698153333815644160,N,2,,,,,
698229946674778113,N,2,,,,,
698551797481238528,NN,0,,,,,
699009069248573440,N,1,,,,,
699611058814611456,N,1,,,,,
699697110153764864,N,2,,,,,
699710507343867904,N,3,,,,,
699938450045145088,N,4,,,,,
699951093044940800,N,1,,,,,
700054450287677440,N,1,,,,,
700356876312186880,N,1,,,,,
700384524245422080,N,2,,,,,
700408550141526020,N,2,,,,,
700799992055861248,N,2,,,,,
701120537578250240,N,3,,,,,
701428956868653058,NN,0,,,,,
701769533808254976,N,3,,,,,
701895285463769092,NN,0,,,,,
702096111679447040,N,3,,,,,
702123803514642432,N,4,,,,,
702126411667021824,N,2,,,,,
702149934758305797,N,3,,,,,
702227551104532481,N,2,,,,,
702498810254086144,N,1,,,,,
702524047092027393,N,4,,,,,
702527005607141376,N,1,,,,,
702544878778126336,N,2,,,,,
702561495754809344,N,1,,,,,
702569336561659904,N,4,,,,,
702584473875906560,N,1,,,,,
702608531191541760,N,3,,,,,
702618858566361088,N,4,,,,,
702899821716381697,N,3,,,,,
702958099192111105,N,2,,,,,
702963272576835584,N,4,,,,,
703206905548648448,N,2,,,,,
703208134538502146,N,3,,,,,
704101597375102976,N,4,,,,,
704314305609539585,N,4,,,,,
704349049348960256,N,2,,,,,
704659549454618625,N,1,,,,,
705033532268113920,NN,0,,,,,
705110665271218176,N,3,,,,,
705156570049413121,N,1,,,,,
705500203038560256,N,4,,,,,
705776221884276737,NN,0,,,,,
705862715097673728,N,4,,,,,
706876411336732672,N,2,,,,,
706929535539748864,N,2,,,,,
707209494338514944,N,3,,,,,
707245485539598337,N,1,,,,,
707560712436985860,NN,0,,,,,
707606228633985024,N,1,,,,,
707911415529672704,N,4,,,,,
707936553721585664,NN,0,,,,,
707994349230022656,NN,0,,,,,
708114011326439424,N,2,,,,,
708311906780446721,N,1,,,,,
709357999807012865,N,2,,,,,
709438726959718400,N,4,,,,,
709477803654156288,N,1,,,,,
709716158815993856,N,3,,,,,
709830916139409409,N,3,,,,,
710021996684378112,N,3,! #werunthiscity @squaremilesyd person handbag,0.08785869696013117,0.018524986849722033,0.02079002079002079,0.04854368932038835
710052740026732544,N,2,,,,,
710135012293779461,N,1,,,,,
710448265603452928,N,4,,,,,
710553795051257857,N,4,,,,,
710562403751165952,N,1,,,,,
711985322268078080,N,1,,,,,
712359949247062016,N,1,,,,,
712773270336962560,N,3,,,,,
713082236753616896,N,3,,,,,
713396502975021056,N,3,,,,,
714431626923655169,N,4,,,,,
714446629026267136,NN,0,,,,,
714528124155723777,N,4,,,,,
714649634577244160,N,2,,,,,
714806659369930752,N,2,,,,,
714930773665558528,N,2,,,,,
715266468733005824,N,3,,,,,
715909459994750977,N,2,,,,,
715969870714658816,N,1,,,,,
716788880461209601,N,1,,,,,
717393481702858753,N,1,,,,,
717693996072472578,N,3,,,,,
718099610258935808,N,3,,,,,
718512368737595392,N,3,,,,,
719524023416135680,N,4,,,,,
719622471796690944,N,3,,,,,
719920717697908736,N,3,,,,,
719936466680287233,NN,0,,,,,
719966928459010048,N,4,,,,,
719989997189746688,N,3,,,,,
720037279016882176,NN,0,,,,,
720282767716560896,N,2,,,,,
720347251516710912,N,1,,,,,
720679441500778496,N,4,,,,,
720975734378901505,N,2,,,,,
721361449495322624,N,2,,,,,
721755344523776000,N,2,,,,,
722062879269072896,N,4,,,,,
722489802885439488,N,1,,,,,
722806791655014400,N,1,,,,,
722855227104313344,N,1,,,,,
723273632038944768,NN,0,,,,,
723293131681177602,NN,0,,,,,
723505763193229312,N,4,,,,,
723522407961518080,N,2,,,,,
723896571520159744,N,4,,,,,
724429530006454272,N,4,,,,,
724618853322354688,N,2,,,,,
724956079730229248,N,1,,,,,
724967137014636544,N,2,,,,,
725007655975014400,N,1,,,,,
725383612481167360,N,1,,,,,
725384438721425412,N,4,,,,,
725684336884768768,N,3,,,,,
727154706145939456,N,2,,,,,
727492031602266113,N,4,,,,,
727554916835684353,N,1,,,,,
727589328902234113,N,3,,,,,
727636261343657984,N,4,,,,,
728004657717510144,N,4,,,,,
728251275922415616,N,2,,,,,
728664985811877888,N,1,,,,,
730007863548993537,N,3,,,,,
730089898527498240,N,3,,,,,
731155291253837828,N,2,,,,,
732200683886108672,N,1,,,,,
732292578591133696,N,4,,,,,
732571535089664001,N,1,,,,,
732942097649557505,N,3,,,,,
732987401111379968,N,2,,,,,
733359502087446528,NN,0,,,,,
733679827970973696,N,2,,,,,
734732691334037504,N,4,,,,,
735104151676325889,N,4,,,,,
735219559771213824,N,3,,,,,
735322872734961664,N,1,,,,,
735478529496743937,N,4,,,,,
735496470770552832,NN,0,,,,,
735537261509369858,N,3,,,,,
735896843691794432,N,2,,,,,
736191545708150784,N,3,,,,,
736267013887123457,N,1,,,,,
736568993373261826,N,4,,,,,
736934196820598786,N,4,,,,,
737637266168762372,N,3,,,,,
737667994059309056,N,2,,,,,
737726776504246274,N,3,,,,,
737772419981545472,N,3,,,,,
737953669430149120,N,3,,,,,
738020056483827712,N,1,,,,,
738416224456048641,N,4,,,,,
738726855033933824,N,2,,,,,
738757649659891714,N,1,,,,,
738809766789537792,N,4,,,,,
739809979855560705,NN,0,,,,,
739851377233387525,N,3,,,,,
740176781466959872,N,2,,,,,
