id,author,text,created_at,created_at_least,retweetcount,favoritecount,similarity_list_present,lis_present_manual,similarity_list_past,lis_past_manual,name_window,tag,tag_manual,audience,text_normal,weight_tweet,weigh_tweet_mean,weight_retweetcount,weight_favoritecount
821749056858796036,Bloomberg,neurodivers area organ begin take serious,2017-01-18 16:00:17,2017-01-18,6,3,"[[821024877213863938, 0.0], [821392602662477824, 0.1543033499620919]]",,"[[816285855794855936, 0.0], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.0], [817059125657878529, 0.0], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.0], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,N,N,2,neurodiversity is an area that organizations are beginning to take seriously:  ,0.1833043174969105,0.07214395937263075,0.10344827586206896,0.007712082262210797
822080233943642113,Bloomberg,thetermin best part wake like expens,2017-01-19 13:56:15,2017-01-19,5,0,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0]]",,"[[816285855794855936, 0.14433756729740646], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.1543033499620919], [817059125657878529, 0.1543033499620919], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.20412414523193154], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,N,N,1,rt @theterminal: the best part of waking up is likely to get more expensive:  ,0.11954488539957445,0.11440349722476725,0.0,0.005141388174807198
822137120592564225,Bloomberg,futur manufactur brain hand,2017-01-19 17:42:18,2017-01-19,26,8,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0]]",,"[[816285855794855936, 0.0], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.0], [817059125657878529, 0.0], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.0], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,N,N,4,"future of manufacturing in the brain, not hands:  ",0.39748803297580004,0.0625,0.27586206896551724,0.05912596401028278
822148561248735232,Bloomberg,thetermin restaur demograph trump polici,2017-01-19 18:27:46,2017-01-19,5,0,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.18257418583505536], [822137120592564225, 0.0]]",,"[[816285855794855936, 0.15811388300841897], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.16903085094570328], [817059125657878529, 0.16903085094570328], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.22360679774997896], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,N,N,1,"rt @theterminal: for restaurants, demographics trump policy:  ",0.12340970727632174,0.11826831910151454,0.0,0.005141388174807198
823545734666416130,Bloomberg,bloomberg financi servic gender equal index announc,2017-01-23 14:59:38,2017-01-23,36,29,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0]]",,"[[816285855794855936, 0.0], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.0], [817059125657878529, 0.0], [818475821098627072, 0.1543033499620919], [818880146190938114, 0.0], [819202472996503552, 0.0], [819555104843972608, 0.0], [819569664485269504, 0.1543033499620919]]",818880146190938114,20170116_20170126,N,NN,4,the 2017 bloomberg financial services gender-equality index has been announced:  ,1.1473329048843188,0.06249999999999999,1.0,0.08483290488431877
823559340581736449,Bloomberg,thetermin empow women lead robust economi,2017-01-23 15:53:42,2017-01-23,25,0,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.16666666666666669], [822137120592564225, 0.0], [822148561248735232, 0.18257418583505536], [823545734666416130, 0.0]]",823545734666416130,"[[816285855794855936, 0.14433756729740646], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.1543033499620919], [817059125657878529, 0.1543033499620919], [818475821098627072, 0.0], [818880146190938114, 0.14433756729740646], [819202472996503552, 0.20412414523193154], [819555104843972608, 0.0], [819569664485269504, 0.0]]",818880146190938114,20170116_20170126,N,NN,2,rt @theterminal: empowering women can lead to a more robust economy:  ,0.17095876714764643,0.11440349722476725,0.0,0.056555269922879174
823602140857831424,Bloomberg,kuwaiti stock start year charg,2017-01-23 18:43:46,2017-01-23,4,3,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0]]",,"[[816285855794855936, 0.0], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.0], [817059125657878529, 0.0], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.0], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,N,N,3,kuwaiti stocks have started the year with a charge:  ,0.18964782631768545,0.08362885636821289,0.10344827586206896,0.002570694087403599
823625123856977920,Bloomberg,hasnt safe emerg market bond coupl year,2017-01-23 20:15:06,2017-01-23,7,4,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.16903085094570328]]",,"[[816285855794855936, 0.0], [816298287187697664, 0.0], [816645839099568128, 0.26726124191242434], [816689005056040960, 0.0], [817059125657878529, 0.0], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.0], [819555104843972608, 0.1889822365046136], [819569664485269504, 0.0]]",816645839099568128,20170116_20170126,N,NN,3,it hasn’t been this safe to own emerging market bonds for a couple of years. or has it?  ,0.24077123862915734,0.09255742779678433,0.13793103448275862,0.010282776349614395
823896374747877376,Bloomberg,thetermin rubl tripwir seen russia currenc strain mount,2017-01-24 14:12:57,2017-01-24,3,0,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.14433756729740646], [822137120592564225, 0.0], [822148561248735232, 0.15811388300841897], [823545734666416130, 0.0], [823559340581736449, 0.14433756729740646], [823602140857831424, 0.0], [823625123856977920, 0.0]]",,"[[816285855794855936, 0.12499999999999997], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.13363062095621217], [817059125657878529, 0.13363062095621217], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.17677669529663687], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,N,N,1,rt @theterminal: no ruble tripwire seen for russia as currency strains mount:  ,0.11767944305407933,0.11767944305407933,0.0,0.0
823900247386509312,Bloomberg,philippin peso rate asia resili currenc,2017-01-24 14:28:20,2017-01-24,8,3,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.14433756729740646]]",,"[[816285855794855936, 0.0], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.0], [817059125657878529, 0.0], [818475821098627072, 0.16666666666666669], [818880146190938114, 0.0], [819202472996503552, 0.0], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,N,N,2,philippine peso rated asia’s most resilient currency for 2017:  ,0.18782284425517487,0.07152109795608792,0.10344827586206896,0.012853470437017995
824259306883166208,Bloomberg,busi growth come multipl direct includ peopl,2017-01-25 14:15:07,2017-01-25,4,2,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.0], [823900247386509312, 0.0]]",823559340581736449,"[[816285855794855936, 0.0], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.0], [817059125657878529, 0.0], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.0], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,N,NN,2,business growth comes from multiple directions - including people:  ,0.14584760111032125,0.07431138978153834,0.06896551724137931,0.002570694087403599
824263488646348800,Bloomberg,busi break first time,2017-01-25 14:31:44,2017-01-25,392,0,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.0], [823900247386509312, 0.0], [824259306883166208, 0.1889822365046136]]",,"[[816285855794855936, 0.0], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.0], [817059125657878529, 0.0], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.25], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,N,N,4,"rt @business: breaking: the dow hits 20,000 for the first time  ",1.0743113897815384,0.07431138978153835,0.0,1.0
824319283794579456,Bloomberg,thetermin brexit still work progress what next,2017-01-25 18:13:27,2017-01-25,5,0,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.1543033499620919], [822137120592564225, 0.0], [822148561248735232, 0.16903085094570328], [823545734666416130, 0.0], [823559340581736449, 0.1543033499620919], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.13363062095621217], [823900247386509312, 0.0], [824259306883166208, 0.0], [824263488646348800, 0.0]]",,"[[816285855794855936, 0.13363062095621217], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.14285714285714285], [817059125657878529, 0.7142857142857142], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.1889822365046136], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,NN,NN,0,"rt @theterminal: why is #brexit still a work in progress, and whats next?  ",0,0,0,0
824321971001298944,Bloomberg,iron extend year ascent slump warn intensifi,2017-01-25 18:24:07,2017-01-25,7,4,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.16903085094570328], [823625123856977920, 0.14285714285714285], [823896374747877376, 0.0], [823900247386509312, 0.0], [824259306883166208, 0.0], [824263488646348800, 0.0], [824319283794579456, 0.0]]",,"[[816285855794855936, 0.0], [816298287187697664, 0.0], [816645839099568128, 0.0], [816689005056040960, 0.0], [817059125657878529, 0.0], [818475821098627072, 0.0], [818880146190938114, 0.13363062095621217], [819202472996503552, 0.0], [819555104843972608, 0.0], [819569664485269504, 0.0]]",,20170116_20170126,N,N,3,iron ore extends new-year ascent as slump warnings intensify:  ,0.23020681044505087,0.08199299961267788,0.13793103448275862,0.010282776349614395
824374233773985792,Bloomberg,thetermin market close today dowk,2017-01-25 21:51:48,2017-01-25,36,0,"[[821024877213863938, 0.2581988897471611], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.18257418583505536], [822137120592564225, 0.0], [822148561248735232, 0.19999999999999996], [823545734666416130, 0.0], [823559340581736449, 0.18257418583505536], [823602140857831424, 0.0], [823625123856977920, 0.16903085094570328], [823896374747877376, 0.15811388300841897], [823900247386509312, 0.0], [824259306883166208, 0.0], [824263488646348800, 0.0], [824319283794579456, 0.16903085094570328], [824321971001298944, 0.0]]",824263488646348800,"[[816285855794855936, 0.15811388300841897], [816298287187697664, 0.0], [816645839099568128, 0.15811388300841897], [816689005056040960, 0.16903085094570328], [817059125657878529, 0.16903085094570328], [818475821098627072, 0.0], [818880146190938114, 0.0], [819202472996503552, 0.22360679774997896], [819555104843972608, 0.22360679774997896], [819569664485269504, 0.0]]",,20170116_20170126,N,NN,3,rt @theterminal: market close today.  #dow20k ,0.21366565216993977,0.128832747285621,0.0,0.08483290488431877
825369879582642179,Bloomberg,latin america abandon fuel subsidi shift auster,2017-01-28 15:48:08,2017-01-28,25,10,[],,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.0], [823900247386509312, 0.0], [824259306883166208, 0.0], [824263488646348800, 0.0], [824319283794579456, 0.0], [824321971001298944, 0.0], [824374233773985792, 0.0]]",,20170128_20170207,N,N,4,latin america abandons fuel subsidies in shift to austerity:  ,1.5142857142857142,0.0,0.7142857142857143,0.8
826061635643072512,Bloomberg,ghost haunt dollar slow gain,2017-01-30 13:36:56,2017-01-30,1,5,"[[825369879582642179, 0.0]]",,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.0], [823900247386509312, 0.0], [824259306883166208, 0.0], [824263488646348800, 0.0], [824319283794579456, 0.0], [824321971001298944, 0.0], [824374233773985792, 0.0]]",,20170128_20170207,N,N,1,ghost of 1990s is haunting dollar and slowing further gains:  ,0.4821428571428571,0.12499999999999997,0.35714285714285715,0.0
826066910085160961,Bloomberg,mcdonough central bank provid clariti chang analysi termin,2017-01-30 13:57:53,2017-01-30,28,0,"[[825369879582642179, 0.0], [826061635643072512, 0.0]]",826061635643072512,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.0], [823900247386509312, 0.0], [824259306883166208, 0.0], [824263488646348800, 0.0], [824319283794579456, 0.0], [824321971001298944, 0.0], [824374233773985792, 0.0]]",,20170128_20170207,N,NN,3,"rt @m_mcdonough: central banks set to provide clarity, not changes {analysis on terminal:  } ",1025,0.12499999999999997,0.0,0.9
826105403624665088,Bloomberg,thetermin organ packag food sale growth adolesc,2017-01-30 16:30:51,2017-01-30,5,0,"[[825369879582642179, 0.0], [826061635643072512, 0.0], [826066910085160961, 0.0]]",,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.1543033499620919], [822080233943642113, 0.1543033499620919], [822137120592564225, 0.0], [822148561248735232, 0.16903085094570328], [823545734666416130, 0.0], [823559340581736449, 0.1543033499620919], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.13363062095621217], [823900247386509312, 0.0], [824259306883166208, 0.14285714285714285], [824263488646348800, 0.0], [824319283794579456, 0.14285714285714285], [824321971001298944, 0.0], [824374233773985792, 0.16903085094570328]]",,20170128_20170207,N,N,1,rt @theterminal: organic packaged food sales growth hits adolescence:  ,0.2776212520785948,0.14428791874526148,0.0,0.13333333333333333
826432281451466752,Bloomberg,thetermin kenya hold weak shill rate,2017-01-31 14:09:44,2017-01-31,2,0,"[[825369879582642179, 0.0], [826061635643072512, 0.0], [826066910085160961, 0.0], [826105403624665088, 0.1543033499620919]]",,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.16666666666666669], [822137120592564225, 0.0], [822148561248735232, 0.18257418583505536], [823545734666416130, 0.0], [823559340581736449, 0.16666666666666669], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.14433756729740646], [823900247386509312, 0.16666666666666669], [824259306883166208, 0.0], [824263488646348800, 0.0], [824319283794579456, 0.1543033499620919], [824321971001298944, 0.0], [824374233773985792, 0.18257418583505536]]",,20170128_20170207,N,N,1,"rt @theterminal: kenya may hold off further easing on weak shilling, rate cap:  ",0.17762125207859483,0.1442879187452615,0.0,0.03333333333333333
826487812329402370,Bloomberg,turkey tighten possibl inflat surg,2017-01-31 17:50:24,2017-01-31,20,6,"[[825369879582642179, 0.0], [826061635643072512, 0.0], [826066910085160961, 0.0], [826105403624665088, 0.0], [826432281451466752, 0.0]]",,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.0], [823900247386509312, 0.0], [824259306883166208, 0.0], [824263488646348800, 0.0], [824319283794579456, 0.0], [824321971001298944, 0.0], [824374233773985792, 0.0]]",,20170128_20170207,N,N,4,turkey says more tightening possible as inflation surges:  ,1.186904761904762,0.12499999999999997,0.42857142857142855,0.6333333333333333
827530457243803659,Bloomberg,ghana investor deja feel,2017-02-03 14:53:30,2017-02-03,7,5,"[[825369879582642179, 0.0], [826061635643072512, 0.0], [826066910085160961, 0.0], [826105403624665088, 0.0], [826432281451466752, 0.0], [826487812329402370, 0.0]]",,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.0], [823900247386509312, 0.0], [824259306883166208, 0.0], [824263488646348800, 0.0], [824319283794579456, 0.0], [824321971001298944, 0.0], [824374233773985792, 0.0]]",,20170128_20170207,N,N,2,ghana investors are getting that deja-vu feeling:  ,0.7029761904761905,0.14583333333333334,0.35714285714285715,0.2
828602033615695874,Bloomberg,junk loan suffer popular,2017-02-06 13:51:34,2017-02-06,7,6,"[[825369879582642179, 0.0], [826061635643072512, 0.0], [826066910085160961, 0.0], [826105403624665088, 0.0], [826432281451466752, 0.0], [826487812329402370, 0.0], [827530457243803659, 0.0]]",,"[[821024877213863938, 0.0], [821392602662477824, 0.0], [821749056858796036, 0.0], [822080233943642113, 0.0], [822137120592564225, 0.0], [822148561248735232, 0.0], [823545734666416130, 0.0], [823559340581736449, 0.0], [823602140857831424, 0.0], [823625123856977920, 0.0], [823896374747877376, 0.0], [823900247386509312, 0.0], [824259306883166208, 0.0], [824263488646348800, 0.0], [824319283794579456, 0.0], [824321971001298944, 0.0], [824374233773985792, 0.0]]",,20170128_20170207,N,N,1,junk loans are suffering from their popularity:  ,0.7535714285714286,125,0.42857142857142855,0.2
829071330653794304,Bloomberg,market show data around gender equal improv investor confid,2017-02-07 20:56:23,2017-02-07,31,14,[],,"[[825369879582642179, 0.0], [826061635643072512, 0.0], [826066910085160961, 0.0], [826105403624665088, 0.0], [826432281451466752, 0.0], [826487812329402370, 0.0], [827530457243803659, 0.16666666666666666], [828602033615695874, 0.0]]",,20170207_20170217,N,N,4,the markets show that more data around gender equality improves investor confidence.:  ,2.1458333333333335,0.14583333333333334,1.0,1.0
829338714916556800,Bloomberg,america shadow bank grow,2017-02-08 14:38:52,2017-02-08,19,8,"[[829071330653794304, 0.0]]",,"[[825369879582642179, 0.1889822365046136], [826061635643072512, 0.0], [826066910085160961, 0.17677669529663687], [826105403624665088, 0.0], [826432281451466752, 0.0], [826487812329402370, 0.0], [827530457243803659, 0.0], [828602033615695874, 0.0]]",,20170207_20170217,N,N,1,america’s shadow bank is growing:  ,0.6857142857142857,0.0,0.2857142857142857,0.4
830165714946314240,Bloomberg,market stock time high,2017-02-10 21:25:04,2017-02-10,34,0,"[[829071330653794304, 0.16666666666666666], [829338714916556800, 0.0]]",,"[[825369879582642179, 0.0], [826061635643072512, 0.0], [826066910085160961, 0.0], [826105403624665088, 0.0], [826432281451466752, 0.0], [826487812329402370, 0.0], [827530457243803659, 0.0], [828602033615695874, 0.0]]",,20170207_20170217,N,N,1,rt @markets: stocks pad their all-time highs  ,1.25,0.25,0.0,1.0
